42307,0
42308,1
42309,0
42310,1
42311,1
42312,1
42313,1
42314,1
42315,1
42316,1
42317,1
42318,1
42319,0
42320,1
42321,1
42322,1
42323,0
42324,1
42325,1
42326,0
42327,1
42328,1
42329,1
42330,1
42331,1
42332,1
42333,0
42334,1
42335,1
42336,1
42337,1
42338,0
42339,1
42340,1
42341,1
42342,1
42343,1
42344,0
42345,1
42346,1
42347,1
42348,1
42349,1
42350,1
42351,1
42352,1
42353,1
42354,1
42355,1
42356,1
42357,1
42358,1
42359,1
42360,1
42361,1
42362,1
42363,0
42364,1
42365,1
42366,1
42367,0
42368,1
42369,1
42370,1
42371,1
42372,1
42373,1
42374,1
42375,1
42376,1
42377,1
42378,1
42379,1
42380,1
42381,1
42382,1
42383,1
42384,1
42385,1
42386,1
42387,1
42388,0
42389,1
42390,1
42391,1
42392,1
42393,0
42394,1
42395,1
42396,1
42397,1
42398,0
42399,1
42400,1
42401,1
42402,1
42403,1
42404,1
42405,1
42406,1
42407,1
42408,1
42409,0
42410,1
42411,1
42412,1
42413,1
42414,1
42415,1
42416,1
42417,1
42418,1
42419,1
42420,1
42421,1
42422,1
42423,0
42424,1
42425,1
42426,0
42427,1
42428,1
42429,1
42430,1
42431,1
42432,1
42433,1
42434,1
42435,1
42436,1
42437,1
42438,0
42439,1
42440,1
42441,1
42442,1
42443,1
42444,1
42445,1
42446,0
42447,1
42448,1
42449,1
42450,1
42451,1
42452,1
42453,1
42454,1
42455,0
42456,1
42457,1
42458,1
42459,1
42460,1
42461,1
42462,1
42463,1
42464,1
42465,1
42466,1
42467,0
42468,1
42469,1
42470,1
42471,1
42472,1
42473,1
42474,1
42475,1
42476,1
42477,1
42478,1
42479,1
42480,1
42481,1
42482,1
42483,1
42484,1
42485,1
42486,1
42487,1
42488,1
42489,1
42490,1
42491,1
42492,1
42493,1
42494,1
42495,1
42496,1
42497,1
42498,0
42499,1
42500,1
42501,1
42502,0
42503,1
42504,1
42505,0
42506,1
42507,1
42508,1
42509,1
42510,1
42511,0
42512,1
42513,1
42514,1
42515,1
42516,1
42517,1
42518,1
42519,0
42520,1
42521,1
42522,1
42523,1
42524,1
42525,1
42526,1
42527,0
42528,1
42529,1
42530,0
42531,1
42532,1
42533,1
42534,1
42535,1
42536,1
42537,1
42538,0
42539,1
42540,1
42541,1
42542,1
42543,1
42544,1
42545,1
42546,1
42547,1
42548,1
42549,0
42550,1
42551,1
42552,1
42553,1
42554,1
42555,1
42556,1
42557,0
42558,1
42559,1
42560,1
42561,1
42562,0
42563,1
42564,1
42565,1
42566,1
42567,0
42568,1
42569,1
42570,1
42571,1
42572,1
42573,0
42574,1
42575,1
42576,1
42577,1
42578,1
42579,0
42580,0
42581,1
42582,1
42583,1
42584,1
42585,1
42586,1
42587,1
42588,1
42589,0
42590,1
42591,1
42592,1
42593,1
42594,1
42595,1
42596,1
42597,1
42598,1
42599,1
42600,1
42601,1
42602,1
42603,1
42604,1
42605,0
42606,0
42607,1
42608,1
42609,0
42610,1
42611,1
42612,1
42613,1
42614,1
42615,1
42616,1
42617,1
42618,1
42619,1
42620,1
42621,1
42622,1
42623,0
42624,1
42625,1
42626,1
42627,1
42628,1
42629,0
42630,1
42631,1
42632,0
42633,1
42634,1
42635,1
42636,1
42637,0
42638,0
42639,1
42640,1
42641,1
42642,1
42643,1
42644,1
42645,1
42646,1
42647,1
42648,1
42649,1
42650,1
42651,1
42652,1
42653,1
42654,1
42655,1
42656,1
42657,1
42658,1
42659,1
42660,1
42661,1
42662,1
42663,0
42664,1
42665,1
42666,1
42667,1
42668,1
42669,1
42670,1
42671,1
42672,1
42673,1
42674,1
42675,1
42676,1
42677,1
42678,1
42679,1
42680,0
42681,1
42682,1
42683,1
42684,1
42685,1
42686,1
42687,1
42688,1
42689,1
42690,1
42691,1
42692,1
42693,0
42694,1
42695,1
42696,1
42697,1
42698,1
42699,1
42700,0
42701,1
42702,1
42703,1
42704,1
42705,1
42706,1
42707,1
42708,1
42709,1
42710,1
42711,1
42712,1
42713,1
42714,1
42715,1
42716,1
42717,1
42718,1
42719,1
42720,1
42721,1
42722,1
42723,0
42724,1
42725,1
42726,1
42727,1
42728,0
42729,1
42730,1
42731,1
42732,1
42733,0
42734,0
42735,1
42736,1
42737,1
42738,1
42739,1
42740,1
42741,1
42742,1
42743,1
42744,1
42745,1
42746,1
42747,1
42748,1
42749,1
42750,1
42751,1
42752,0
42753,1
42754,0
42755,1
42756,1
42757,1
42758,1
42759,1
42760,1
42761,1
42762,1
42763,1
42764,1
42765,1
42766,1
42767,0
42768,1
42769,1
42770,1
42771,1
42772,1
42773,1
42774,1
42775,1
42776,1
42777,1
42778,0
42779,1
42780,1
42781,1
42782,1
42783,1
42784,1
42785,1
42786,1
42787,1
42788,1
42789,1
42790,1
42791,1
42792,0
42793,1
42794,1
42795,1
42796,1
42797,1
42798,1
42799,1
42800,1
42801,1
42802,1
42803,1
42804,1
42805,0
42806,1
42807,1
42808,1
42809,1
42810,1
42811,1
42812,1
42813,1
42814,1
42815,1
42816,1
42817,1
42818,1
42819,1
42820,1
42821,1
42822,1
42823,1
42824,1
42825,1
42826,1
42827,0
42828,1
42829,1
42830,1
42831,1
42832,1
42833,1
42834,1
42835,1
42836,1
42837,1
42838,0
42839,1
42840,1
42841,1
42842,1
42843,1
42844,1
42845,1
42846,1
42847,0
42848,0
42849,1
42850,1
42851,1
42852,1
42853,1
42854,1
42855,1
42856,0
42857,1
42858,1
42859,0
42860,1
42861,1
42862,0
42863,1
42864,0
42865,1
42866,1
42867,1
42868,1
42869,1
42870,1
42871,1
42872,1
42873,1
42874,1
42875,1
42876,1
42877,1
42878,1
42879,0
42880,0
42881,1
42882,1
42883,1
42884,1
42885,1
42886,1
42887,1
42888,1
42889,1
42890,1
42891,1
42892,1
42893,1
42894,1
42895,1
42896,1
42897,1
42898,0
42899,1
42900,1
42901,1
42902,1
42903,1
42904,1
42905,1
42906,1
42907,1
42908,1
42909,1
42910,1
42911,1
42912,1
42913,1
42914,1
42915,1
42916,1
42917,1
42918,1
42919,1
42920,1
42921,1
42922,1
42923,1
42924,1
42925,1
42926,1
42927,0
42928,1
42929,1
42930,1
42931,1
42932,1
42933,1
42934,1
42935,1
42936,1
42937,1
42938,1
42939,1
42940,1
42941,1
42942,1
42943,1
42944,1
42945,1
42946,1
42947,0
42948,1
42949,1
42950,1
42951,1
42952,1
42953,0
42954,1
42955,0
42956,1
42957,1
42958,1
42959,1
42960,1
42961,1
42962,1
42963,1
42964,1
42965,1
42966,1
42967,1
42968,1
42969,1
42970,1
42971,1
42972,1
42973,1
42974,1
42975,1
42976,1
42977,1
42978,0
42979,1
42980,1
42981,1
42982,1
42983,1
42984,0
42985,1
42986,1
42987,1
42988,1
42989,1
42990,1
42991,1
42992,1
42993,1
42994,1
42995,1
42996,1
42997,1
42998,1
42999,1
43000,1
43001,1
43002,0
43003,1
43004,1
43005,1
43006,1
43007,1
43008,1
43009,0
43010,1
43011,1
43012,1
43013,1
43014,1
43015,1
43016,1
43017,1
43018,1
43019,1
43020,1
43021,1
